PID,Renewal_ID,License_ID,Customer_ID,Product_ID,Renewal_Date,Previous_Contract_Value,New_Contract_Value,Renewal_Type,Renewal_Duration,Discount_Applied,Renewal_Status,Negotiation_Days,Decision_Maker_Change,Competitive_Threat,Upsell_Opportunity,Cross_sell_Products
PID-2BC054D710A0,R002974,L001993,C00256,P00101,2027-03-04,25248,30045.12,Automatic,1095,9,Declined,29,False,False,True,2
PID-95051ADB379F,R002975,L001994,C00256,P00100,2022-12-31,45990,45530.1,Automatic,1095,24,Declined,5,False,False,True,3
PID-7424F7B2AE85,R002976,L001994,C00256,P00100,2023-12-31,45990,51048.9,Automatic,365,8,Pending,15,False,False,False,3
PID-C869E52EEB9E,R002977,L001994,C00256,P00100,2024-12-30,45990,43690.5,Automatic,365,15,Pending,26,False,True,False,3
PID-BE3EEEE2F076,R002978,L001995,C00256,P00143,2026-01-06,121114,123536.28,Negotiated,730,21,Declined,21,False,True,True,2
PID-D63ADAE9342E,R002979,L001996,C00256,P00273,2023-04-28,25810,30455.8,Negotiated,365,7,Pending,10,False,True,True,3
PID-317D841E98F1,R002980,L001996,C00256,P00273,2024-04-27,25810,21422.3,Negotiated,365,2,Declined,8,False,True,True,1
PID-48A69D246A0F,R002981,L001997,C00257,P00050,2023-04-21,22302,20517.84,Manual,730,17,Completed,5,True,True,True,3
PID-3D418F56DB65,R002982,L001997,C00257,P00050,2025-04-20,22302,21409.92,Manual,365,7,Declined,5,False,False,True,1
PID-A2F5048AA721,R002983,L001997,C00257,P00050,2027-04-20,22302,18956.7,Negotiated,365,14,Completed,2,True,False,True,1
PID-30CD1F28165A,R002984,L001999,C00258,P00002,2024-01-24,52061,54664.05,Manual,365,4,Declined,24,True,False,False,0
PID-14A84A39D47A,R002985,L001999,C00258,P00002,2025-01-23,52061,56746.49,Automatic,730,11,Completed,26,True,True,True,0
PID-8E06160A490F,R002986,L001999,C00258,P00002,2026-01-23,52061,56746.49,Automatic,730,7,Completed,15,False,True,False,0
PID-9E75A8B81E2B,R002987,L002001,C00259,P00132,2021-07-14,156809,145832.37,Automatic,365,8,Pending,27,True,False,True,0
PID-2EE9F22B0283,R002988,L002002,C00259,P00133,2025-06-23,22610,20349.0,Manual,1095,23,Completed,29,True,True,True,3
PID-2B60E1E447E0,R002989,L002002,C00259,P00133,2026-06-23,22610,20122.9,Automatic,730,3,Pending,24,True,True,True,0
PID-A7FE40641695,R002990,L002002,C00259,P00133,2027-06-23,22610,26905.9,Automatic,730,21,Pending,11,False,False,False,1
PID-1165204F28C6,R002991,L002005,C00259,P00057,2024-04-23,20374,17725.38,Negotiated,1095,9,Declined,13,False,True,True,0
PID-B259AA4BDC9D,R002992,L002005,C00259,P00057,2025-04-23,20374,24245.06,Automatic,365,3,Declined,29,True,False,False,2
PID-68F758FA4702,R002993,L002008,C00259,P00138,2023-01-06,1664,1431.04,Manual,365,19,Pending,22,False,True,False,1
PID-16FDAE7F411E,R002994,L002008,C00259,P00138,2024-01-06,1664,1630.72,Automatic,365,17,Declined,12,False,True,True,3
PID-5B5C02214E87,R002995,L002008,C00259,P00138,2025-01-05,1664,1414.4,Negotiated,1095,1,Declined,20,False,False,False,2
PID-1C1EF6D05194,R002996,L002010,C00260,P00045,2025-12-06,41311,33875.02,Automatic,730,24,Completed,24,False,True,False,1
PID-BBC16DD1C572,R002997,L002010,C00260,P00045,2026-12-06,41311,46268.32,Negotiated,365,24,Declined,12,False,True,True,0
PID-71F7AF068549,R002998,L002010,C00260,P00045,2027-12-06,41311,46681.43,Negotiated,730,16,Completed,23,False,True,True,0
PID-1BE54F314AAE,R002999,L002011,C00261,P00026,2023-08-19,73270,76933.5,Manual,730,6,Declined,28,True,False,True,2
PID-8D540F6AB660,R003000,L002012,C00261,P00024,2025-09-30,124875,99900.0,Negotiated,365,20,Declined,19,False,True,False,1
PID-7D4BEF69EC65,R003001,L002012,C00261,P00024,2026-09-30,124875,141108.75,Manual,730,16,Pending,15,True,True,False,0
PID-0B75B3B72291,R003002,L002013,C00261,P00027,2024-02-03,25666,20789.46,Automatic,365,2,Declined,21,True,False,True,0
PID-70AA0E526207,R003003,L002013,C00261,P00027,2026-02-02,25666,24126.04,Manual,365,22,Pending,29,False,False,True,1
PID-632F686595FC,R003004,L002015,C00262,P00233,2023-01-11,154240,178918.4,Manual,1095,25,Declined,11,True,False,True,2
PID-F398A9F3DD06,R003005,L002015,C00262,P00233,2024-01-11,154240,168121.6,Negotiated,730,18,Declined,3,False,False,True,2
PID-D415A34BA478,R003006,L002016,C00262,P00161,2025-02-04,125563,143141.82,Automatic,730,24,Completed,29,True,False,True,1
PID-4984D6315FD8,R003007,L002016,C00262,P00161,2025-05-05,125563,143141.82,Manual,730,5,Declined,5,False,False,False,1
PID-D804A5E9E3DC,R003008,L002016,C00262,P00161,2025-08-03,125563,133096.78,Manual,730,3,Pending,12,False,True,False,1
PID-D8155FB1F5EC,R003009,L002017,C00262,P00160,2023-08-13,8442,6838.02,Negotiated,730,11,Declined,8,False,True,False,2
PID-5AF4B3835D3B,R003010,L002017,C00262,P00160,2024-08-12,8442,9792.72,Negotiated,365,0,Completed,17,False,True,True,3
PID-0AFF208A6DF9,R003011,L002017,C00262,P00160,2025-08-12,8442,7175.7,Negotiated,730,22,Declined,8,False,False,False,3
PID-0A9EC79A746F,R003012,L002018,C00262,P00162,2024-03-03,1460,1576.8,Negotiated,730,19,Completed,27,True,True,True,1
PID-A3BCC1A88467,R003013,L002018,C00262,P00162,2024-06-01,1460,1182.6,Negotiated,1095,1,Declined,6,True,True,True,3
PID-A51505C7B027,R003014,L002018,C00262,P00162,2024-08-30,1460,1664.4,Negotiated,365,1,Completed,7,False,True,True,1
PID-A656A619FCE3,R003015,L002021,C00262,P00072,2023-07-15,98366,102300.64,Manual,730,0,Pending,21,True,True,True,2
PID-750A5967C9CE,R003016,L002021,C00262,P00072,2023-08-14,98366,114104.56,Automatic,365,12,Declined,23,False,False,True,0
PID-6ED51AE47227,R003017,L002022,C00263,P00029,2022-03-19,1690,1504.1,Negotiated,730,4,Pending,9,False,False,True,1
PID-737B10205CE3,R003018,L002024,C00263,P00262,2023-08-11,323174,258539.2,Negotiated,365,7,Pending,7,True,True,False,1
PID-131C468A864D,R003019,L002024,C00263,P00262,2024-08-10,323174,300551.82,Manual,365,8,Pending,4,True,True,True,2
PID-07AFF0009A93,R003020,L002024,C00263,P00262,2025-08-10,323174,261770.94,Automatic,1095,24,Completed,8,False,False,False,0
PID-7BE64BE30AD1,R003021,L002025,C00263,P00261,2023-12-08,88430,94620.1,Automatic,365,6,Declined,12,True,True,True,3
PID-D5B3CBA4EB5E,R003022,L002025,C00263,P00261,2026-12-07,88430,83124.2,Manual,1095,17,Completed,3,True,False,True,0
PID-D62C3BAEBDCC,R003023,L002025,C00263,P00261,2029-12-06,88430,76934.1,Manual,730,14,Declined,13,True,False,False,3
PID-C46E12AB490B,R003024,L002028,C00263,P00272,2022-10-09,36720,42595.2,Negotiated,1095,20,Completed,6,False,True,True,1
PID-275122339B82,R003025,L002028,C00263,P00272,2023-01-07,36720,36720.0,Manual,730,14,Declined,10,True,False,False,3
PID-188D3A716E25,R003026,L002029,C00263,P00271,2023-02-19,57395,66004.25,Automatic,1095,14,Pending,28,True,False,False,1
PID-AF027D4BFD92,R003027,L002029,C00263,P00271,2023-03-21,57395,63708.45,Manual,1095,2,Pending,27,True,False,False,1
PID-2B020518E24C,R003028,L002029,C00263,P00271,2023-04-20,57395,68874.0,Automatic,365,6,Completed,9,True,True,False,1
PID-60BCB2F29906,R003029,L002030,C00263,P00047,2022-07-28,12780,14185.8,Manual,1095,10,Pending,23,False,True,True,2
PID-8EFAD53181C7,R003030,L002030,C00263,P00047,2024-07-27,12780,13291.2,Automatic,365,8,Pending,4,True,False,True,2
PID-9C0C40F7B4E7,R003031,L002031,C00263,P00099,2022-04-19,7425,6088.5,Automatic,365,25,Declined,1,True,True,False,3
PID-7121FC1A035A,R003032,L002031,C00263,P00099,2023-04-19,7425,6088.5,Negotiated,365,25,Pending,24,False,False,False,0
PID-725F023495C7,R003033,L002031,C00263,P00099,2024-04-18,7425,7573.5,Negotiated,365,8,Pending,16,False,True,False,0
PID-004F9E87C62D,R003034,L002032,C00263,P00098,2024-06-20,63900,71568.0,Automatic,1095,14,Pending,15,True,True,True,3
PID-74DCE6D545EE,R003035,L002032,C00263,P00098,2027-06-20,63900,62622.0,Manual,1095,12,Declined,0,False,False,True,0
PID-E7360F42DC00,R003036,L002032,C00263,P00098,2030-06-19,63900,70929.0,Negotiated,1095,25,Declined,4,True,True,False,1
PID-A711E298B347,R003037,L002033,C00263,P00101,2022-03-09,121506,126366.24,Negotiated,1095,6,Pending,30,False,False,True,3
PID-1B6124ADEFC9,R003038,L002036,C00263,P00018,2022-04-10,39882,36292.62,Negotiated,1095,16,Declined,28,True,False,True,0
PID-B13539F9D33D,R003039,L002037,C00263,P00002,2025-05-12,56015,46492.45,Automatic,730,23,Pending,16,False,True,True,3
PID-CD15CA954D41,R003040,L002037,C00263,P00002,2026-05-12,56015,59936.05,Manual,1095,10,Pending,24,False,True,True,3
PID-699E4B1A2EEF,R003041,L002037,C00263,P00002,2027-05-12,56015,53214.25,Negotiated,1095,12,Completed,29,False,False,True,2
PID-412FA3F6DB78,R003042,L002040,C00263,P00079,2025-06-30,535,577.8,Negotiated,365,3,Declined,12,True,False,False,1
PID-D8B44829061F,R003043,L002043,C00263,P00148,2021-12-27,246698,293570.62,Manual,365,3,Pending,4,False,False,True,2
PID-A00794046375,R003044,L002043,C00263,P00148,2022-12-27,246698,251631.96,Negotiated,730,5,Declined,13,True,False,False,3
PID-6B36034F4DE6,R003045,L002044,C00263,P00243,2022-02-11,49005,46554.75,Automatic,730,3,Pending,27,True,True,False,3
PID-A5B15F6F14E3,R003046,L002044,C00263,P00243,2023-02-11,49005,49985.1,Negotiated,730,4,Declined,0,True,True,False,2
PID-665D15A2D3E3,R003047,L002044,C00263,P00243,2024-02-11,49005,42634.35,Automatic,730,10,Completed,24,True,True,True,2
PID-1A4ABC22AF88,R003048,L002046,C00263,P00238,2024-12-04,71094,80336.22,Negotiated,730,16,Declined,9,False,False,False,2
PID-762D4A07D11B,R003049,L002047,C00263,P00220,2024-01-22,93480,76653.6,Manual,365,5,Completed,3,True,False,True,1
PID-5D3D0ACFEF68,R003050,L002047,C00263,P00220,2025-01-21,93480,84132.0,Automatic,730,9,Completed,23,True,True,False,0
PID-FAF87B919A81,R003051,L002047,C00263,P00220,2026-01-21,93480,77588.4,Automatic,365,22,Pending,18,False,False,True,2
PID-0F09D7585FEC,R003052,L002048,C00263,P00223,2021-09-19,52320,60168.0,Automatic,1095,0,Completed,2,True,False,False,2
PID-C53AF19BE228,R003053,L002051,C00264,P00114,2026-10-26,87132,86260.68,Automatic,730,24,Declined,27,True,True,True,3
PID-9E90C04A70BD,R003054,L002052,C00264,P00271,2023-10-24,125386,125386.0,Automatic,1095,1,Pending,4,False,False,False,0
PID-23B41F1BC362,R003055,L002052,C00264,P00271,2024-10-23,125386,104070.38,Automatic,730,18,Pending,3,True,False,True,0
PID-C02ABD0DAAD5,R003056,L002052,C00264,P00271,2025-10-23,125386,121624.42,Negotiated,730,2,Pending,30,False,True,False,2
PID-FC2A49219A7D,R003057,L002053,C00264,P00185,2024-12-30,52864,60793.6,Negotiated,1095,6,Pending,20,True,True,True,1
PID-BECFE5E6F1E0,R003058,L002053,C00264,P00185,2025-03-30,52864,53921.28,Manual,730,23,Declined,15,False,True,False,0
PID-C117F4BAAD2B,R003059,L002053,C00264,P00185,2025-06-28,52864,60793.6,Negotiated,730,14,Pending,10,False,False,True,0
PID-37586F6A2DB5,R003060,L002056,C00265,P00158,2025-06-16,79900,91086.0,Negotiated,730,18,Declined,13,False,False,False,3
PID-596CBE5271AD,R003061,L002058,C00265,P00100,2025-10-22,67890,77394.6,Negotiated,730,18,Completed,26,False,False,True,1
PID-40770505A1FB,R003062,L002058,C00265,P00100,2026-10-22,67890,71963.4,Manual,1095,5,Completed,22,True,False,False,0
PID-7EDB262C98DE,R003063,L002059,C00265,P00099,2023-07-07,8910,10602.9,Negotiated,1095,17,Declined,8,False,True,True,3
PID-B5D5E9C61375,R003064,L002059,C00265,P00099,2023-10-05,8910,7751.7,Automatic,365,23,Declined,27,True,False,True,2
PID-BB7696E03CED,R003065,L002059,C00265,P00099,2024-01-03,8910,8197.2,Negotiated,730,15,Completed,6,True,True,True,2
PID-9D7C83CC9034,R003066,L002060,C00265,P00098,2024-06-24,123540,126010.8,Automatic,365,22,Completed,3,True,False,False,0
PID-692C7B0AFD9C,R003067,L002060,C00265,P00098,2025-06-24,123540,100067.4,Manual,730,14,Declined,4,False,True,True,3
PID-F3A4F7354ADF,R003068,L002061,C00265,P00205,2024-09-29,134502,135847.02,Negotiated,1095,7,Pending,14,True,True,True,3
PID-092A80B03288,R003069,L002062,C00265,P00204,2021-05-23,111561,90364.41,Manual,365,23,Pending,23,False,True,True,1
PID-37562D8F157C,R003070,L002064,C00266,P00079,2022-01-08,25680,28504.8,Manual,1095,15,Pending,2,False,True,False,2
PID-3581D2A485B0,R003071,L002065,C00266,P00087,2020-03-31,13520,12168.0,Automatic,730,10,Completed,28,True,True,False,1
PID-02A37A8F797C,R003072,L002067,C00266,P00090,2021-07-22,142434,165223.44,Automatic,365,10,Declined,19,True,False,False,2
PID-3D71F35C5C92,R003073,L002068,C00266,P00093,2021-05-11,38584,31638.88,Manual,1095,15,Declined,5,False,True,False,0
PID-BA82E7FC046C,R003074,L002068,C00266,P00093,2022-05-11,38584,42828.24,Negotiated,365,25,Completed,15,False,False,True,0
PID-3987F6F96991,R003075,L002068,C00266,P00093,2023-05-11,38584,30867.2,Manual,1095,11,Declined,22,True,False,False,3
PID-8F9E2D6AB051,R003076,L002069,C00266,P00150,2025-01-03,92944,100379.52,Automatic,1095,10,Declined,7,True,True,False,3
PID-1C3F23FD35CA,R003077,L002070,C00266,P00151,2023-02-17,54312,49967.04,Manual,365,12,Pending,21,True,False,False,1
PID-A5F1D10C27FA,R003078,L002070,C00266,P00151,2024-02-17,54312,46165.2,Automatic,730,16,Completed,18,True,False,True,3
PID-2DB492F4611C,R003079,L002070,C00266,P00151,2025-02-16,54312,46165.2,Automatic,730,21,Pending,10,True,True,True,2
PID-5D1A0C68F8E7,R003080,L002071,C00266,P00164,2024-08-11,61152,58705.92,Manual,730,0,Declined,7,True,True,False,0
PID-42ED8A49D7BF,R003081,L002072,C00266,P00172,2023-05-10,2277,2299.77,Automatic,730,25,Completed,12,True,False,False,0
PID-0BF9FE02CDE1,R003082,L002072,C00266,P00172,2024-05-09,2277,2254.23,Manual,730,23,Pending,21,False,False,False,2
PID-29A308195371,R003083,L002073,C00266,P00165,2027-02-10,111386,104702.84,Manual,730,12,Declined,11,True,False,False,0
PID-0FB119B27C00,R003084,L002073,C00266,P00165,2030-02-09,111386,102475.12,Manual,730,18,Declined,14,False,True,False,3
PID-942C94678060,R003085,L002074,C00266,P00045,2021-08-30,133408,157421.44,Negotiated,1095,22,Pending,21,True,True,True,3
PID-A50C815AFC08,R003086,L002074,C00266,P00045,2022-08-30,133408,137410.24,Automatic,365,16,Pending,6,True,False,True,2
PID-BCFFE19A0207,R003087,L002075,C00266,P00049,2025-09-29,315,355.95,Negotiated,730,9,Completed,1,True,True,False,0
PID-45CB57C4AF62,R003088,L002075,C00266,P00049,2027-09-29,315,252.0,Manual,1095,4,Completed,3,True,True,False,1
PID-A1BC85A8301A,R003089,L002077,C00266,P00085,2024-10-25,48216,50626.8,Manual,1095,12,Pending,16,False,False,True,3
PID-FB36C5624204,R003090,L002077,C00266,P00085,2025-10-25,48216,50626.8,Negotiated,730,12,Declined,0,False,False,False,1
PID-291E276BB1FF,R003091,L002077,C00266,P00085,2026-10-25,48216,40019.28,Automatic,730,14,Pending,26,False,True,False,2
PID-1F045B36C591,R003092,L002078,C00267,P00263,2020-05-23,17584,20397.44,Automatic,1095,11,Completed,16,True,False,True,2
PID-6D6C77198210,R003093,L002078,C00267,P00263,2020-08-21,17584,18639.04,Manual,730,2,Completed,27,True,True,False,3
PID-43CA222E49CD,R003094,L002079,C00267,P00116,2025-05-20,22644,21738.24,Negotiated,1095,13,Declined,10,False,True,False,0
PID-0854A51AD856,R003095,L002080,C00267,P00144,2024-10-13,32560,36792.8,Automatic,1095,21,Declined,7,False,False,True,2
PID-29B26DCAC6CF,R003096,L002080,C00267,P00144,2025-10-13,32560,26048.0,Negotiated,1095,8,Pending,15,False,True,True,2
PID-DABBB7C70900,R003097,L002081,C00267,P00143,2023-12-30,62034,54589.92,Automatic,365,13,Declined,17,False,True,False,1
PID-513B84E29739,R003098,L002083,C00268,P00125,2020-08-08,11938,10863.58,Negotiated,365,23,Declined,17,False,False,True,1
PID-BD9443DF4932,R003099,L002084,C00268,P00135,2024-08-25,74918,64429.48,Automatic,1095,0,Pending,9,False,True,True,3
PID-812F40B37C64,R003100,L002085,C00268,P00138,2022-11-24,2752,2807.04,Manual,1095,3,Pending,11,True,True,False,3
PID-7AB2A972C5B7,R003101,L002086,C00268,P00136,2024-07-12,82800,82800.0,Negotiated,1095,1,Declined,9,True,True,False,1
PID-1012F5524AFF,R003102,L002086,C00268,P00136,2025-07-12,82800,94392.0,Manual,730,12,Declined,5,False,False,True,2
PID-27061475CA8A,R003103,L002087,C00268,P00182,2025-02-13,5460,6442.8,Manual,1095,4,Pending,28,False,False,False,1
PID-2C4C1B0B0BBF,R003104,L002087,C00268,P00182,2025-05-14,5460,5132.4,Automatic,730,18,Pending,7,True,False,True,0
PID-5581A021C7C3,R003105,L002088,C00268,P00190,2023-12-13,27985,30783.5,Automatic,365,7,Completed,26,False,True,True,0
PID-1348A14F926C,R003106,L002088,C00268,P00190,2024-12-12,27985,29664.1,Negotiated,365,10,Completed,10,False,True,True,3
PID-D1D9CC67D90B,R003107,L002088,C00268,P00190,2025-12-12,27985,26865.6,Negotiated,730,5,Completed,11,False,False,True,0
PID-E6B2BD246E03,R003108,L002089,C00268,P00220,2025-08-10,8610,9126.6,Automatic,730,9,Pending,12,True,True,False,3
PID-3D6AF83377C2,R003109,L002089,C00268,P00220,2026-08-10,8610,9212.7,Negotiated,1095,13,Declined,1,True,True,False,1
PID-8F20008796DC,R003110,L002089,C00268,P00220,2027-08-10,8610,9643.2,Manual,1095,19,Declined,22,True,True,True,2
PID-866156903F6E,R003111,L002090,C00268,P00224,2024-04-28,42336,45299.52,Manual,1095,13,Completed,25,True,False,True,2
PID-55BD7B9BDAAA,R003112,L002090,C00268,P00224,2026-04-28,42336,44029.44,Automatic,730,6,Declined,2,True,False,True,2
PID-F79213ADFAAE,R003113,L002091,C00268,P00017,2020-04-09,19305,16602.3,Manual,730,10,Pending,30,False,False,True,3
PID-C99698C14A56,R003114,L002091,C00268,P00017,2020-05-09,19305,16795.35,Manual,1095,17,Declined,1,True,True,False,2
PID-DF9D91AB7177,R003115,L002091,C00268,P00017,2020-06-08,19305,16409.25,Manual,1095,3,Pending,18,True,True,True,1
PID-CE8BC208C2F5,R003116,L002092,C00268,P00021,2021-03-28,48422,57137.96,Manual,730,13,Completed,17,False,False,True,3
PID-5371E031172B,R003117,L002092,C00268,P00021,2021-06-26,48422,55685.3,Automatic,730,9,Pending,12,False,True,False,3
PID-39DD0B8EE843,R003118,L002092,C00268,P00021,2021-09-24,48422,51327.32,Manual,1095,16,Pending,19,False,True,False,1
PID-3DAD5DC23D48,R003119,L002093,C00268,P00020,2022-09-16,41492,45641.2,Manual,1095,14,Declined,11,False,False,False,3
PID-FEB6C81D0CA8,R003120,L002094,C00268,P00105,2023-03-31,100842,91766.22,Manual,365,20,Completed,3,True,True,True,2
PID-325577CF5F4B,R003121,L002095,C00268,P00109,2021-08-05,158584,158584.0,Automatic,730,10,Completed,23,True,True,True,2
PID-F4A53EEFB7D4,R003122,L002095,C00268,P00109,2022-08-05,158584,149068.96,Automatic,1095,15,Pending,24,True,False,False,0
PID-A580AF5F908C,R003123,L002097,C00268,P00058,2024-12-07,123420,99970.2,Automatic,1095,24,Pending,12,True,True,True,1
PID-3C6D1AF20AE9,R003124,L002098,C00268,P00229,2023-06-25,100303,90272.7,Manual,365,17,Pending,12,True,False,True,3
PID-E92449077D6A,R003125,L002098,C00268,P00229,2024-06-24,100303,114345.42,Negotiated,730,11,Pending,2,True,False,True,1
PID-5ACCC42467D9,R003126,L002098,C00268,P00229,2025-06-24,100303,117354.51,Manual,730,14,Declined,7,False,False,False,0
PID-B8BF079FEC81,R003127,L002099,C00268,P00228,2021-08-12,258456,266209.68,Manual,365,5,Pending,14,True,False,True,3
PID-2920B47EF680,R003128,L002099,C00268,P00228,2022-08-12,258456,232610.4,Automatic,365,6,Pending,8,True,True,False,3
PID-7F42BD8A83F5,R003129,L002099,C00268,P00228,2023-08-12,258456,286886.16,Negotiated,365,16,Pending,22,True,False,True,0
PID-141815EFCBBD,R003130,L002100,C00268,P00226,2023-04-05,155092,156642.92,Manual,1095,22,Pending,25,False,True,False,0
PID-6A4232EC7535,R003131,L002100,C00268,P00226,2025-04-04,155092,134930.04,Manual,1095,5,Pending,3,False,True,False,0
PID-65605474B802,R003132,L002102,C00268,P00214,2021-07-19,16241,15428.95,Manual,730,20,Pending,27,True,True,False,3
PID-26C0D30D9877,R003133,L002102,C00268,P00214,2022-07-19,16241,14616.9,Manual,1095,0,Completed,17,True,True,False,3
PID-E53C25CB72B0,R003134,L002105,C00268,P00231,2024-07-02,94466,92576.68,Manual,730,21,Declined,19,False,True,False,1
PID-22FC213FAA69,R003135,L002105,C00268,P00231,2024-08-01,94466,109580.56,Automatic,365,1,Pending,4,False,False,False,1
PID-008D8DE63104,R003136,L002105,C00268,P00231,2024-08-31,94466,82185.42,Automatic,1095,20,Completed,13,True,False,False,2
PID-E2F3AD337509,R003137,L002106,C00268,P00022,2022-04-11,32745,36674.4,Negotiated,1095,23,Completed,12,False,False,True,3
PID-AF381CEFE6CD,R003138,L002107,C00268,P00029,2026-04-10,19435,16325.4,Manual,730,7,Pending,16,False,False,True,2
PID-72BD2A185FBD,R003139,L002107,C00268,P00029,2028-04-09,19435,22544.6,Negotiated,730,18,Pending,15,False,False,False,3
PID-3A2B2BABE188,R003140,L002107,C00268,P00029,2030-04-09,19435,19240.65,Negotiated,1095,4,Declined,22,False,False,True,0
PID-7DF0FD971202,R003141,L002108,C00268,P00030,2023-01-28,6804,6191.64,Manual,730,17,Pending,9,False,False,True,2
PID-EC51659B3979,R003142,L002109,C00268,P00152,2022-06-10,98816,90910.72,Manual,365,9,Pending,1,False,False,True,1
PID-C924D8A54F7A,R003143,L002111,C00268,P00150,2023-05-29,32028,28825.2,Negotiated,365,1,Pending,3,False,True,False,3
PID-F45B6477DF9D,R003144,L002111,C00268,P00150,2024-05-28,32028,38433.6,Manual,365,8,Pending,3,True,False,False,0
PID-B92A4498B956,R003145,L002111,C00268,P00150,2025-05-28,32028,32668.56,Automatic,1095,24,Declined,24,False,False,True,3
PID-A1E03C043728,R003146,L002112,C00269,P00029,2025-05-03,134355,131667.9,Negotiated,730,23,Completed,30,False,False,False,0
PID-08FB6D3997F3,R003147,L002112,C00269,P00029,2028-05-02,134355,159882.45,Automatic,730,22,Declined,19,False,False,False,2
PID-8AA4C6727E1A,R003148,L002112,C00269,P00029,2031-05-02,134355,137042.1,Manual,730,10,Declined,12,True,True,False,3
PID-7B95E6BB3DCB,R003149,L002113,C00269,P00030,2024-11-16,2352,2681.28,Negotiated,730,9,Declined,17,False,False,False,3
PID-E85BFD890A29,R003150,L002113,C00269,P00030,2024-12-16,2352,1905.12,Negotiated,365,12,Pending,29,False,False,True,3
PID-1F14DE8C0005,R003151,L002115,C00269,P00266,2023-01-22,51832,54941.92,Manual,730,1,Declined,2,True,True,False,2
PID-7173122D07C8,R003152,L002115,C00269,P00266,2023-02-21,51832,53905.28,Negotiated,730,6,Declined,19,False,True,False,3
PID-094100032FE8,R003153,L002115,C00269,P00266,2023-03-23,51832,48203.76,Negotiated,730,2,Declined,13,True,False,True,3
PID-8C7E2F078691,R003154,L002118,C00269,P00208,2022-04-17,11152,12267.2,Automatic,1095,10,Declined,12,False,False,True,0
PID-04B2336726A8,R003155,L002118,C00269,P00208,2023-04-17,11152,13159.36,Manual,730,22,Declined,2,False,True,True,2
PID-06984F6641CE,R003156,L002118,C00269,P00208,2024-04-16,11152,9144.64,Negotiated,365,6,Completed,0,False,True,False,1
PID-D36CBDC2C203,R003157,L002119,C00269,P00158,2026-07-31,229500,224910.0,Automatic,1095,11,Pending,1,False,True,True,1
PID-84AF744E44A6,R003158,L002119,C00269,P00158,2028-07-30,229500,250155.0,Negotiated,730,7,Pending,22,False,True,True,2
PID-BA3D7FF23B4E,R003159,L002120,C00269,P00157,2022-07-08,2961,2457.63,Manual,1095,25,Declined,12,True,False,True,3
PID-F3DA791F18B5,R003160,L002120,C00269,P00157,2023-07-08,2961,3138.66,Negotiated,365,1,Declined,0,False,True,False,1
PID-2A78CD5EF5AE,R003161,L002121,C00269,P00156,2021-05-23,180136,174731.92,Automatic,365,7,Declined,10,True,False,False,2
PID-7B532C558E73,R003162,L002121,C00269,P00156,2021-08-21,180136,144108.8,Manual,1095,7,Pending,21,False,False,False,1
PID-9D98B569E1FC,R003163,L002121,C00269,P00156,2021-11-19,180136,160321.04,Automatic,365,4,Pending,7,False,True,False,0
PID-F2A62EE352FE,R003164,L002122,C00269,P00107,2023-02-16,47656,54327.84,Negotiated,1095,18,Pending,1,False,False,False,0
PID-E706DD69B3E9,R003165,L002122,C00269,P00107,2024-02-16,47656,55757.52,Manual,365,0,Declined,8,True,True,True,1
PID-0A8B537773E1,R003166,L002123,C00269,P00105,2021-12-26,117306,138421.08,Negotiated,1095,5,Declined,29,True,True,False,0
PID-8DC64A373CA4,R003167,L002123,C00269,P00105,2022-12-26,117306,120825.18,Negotiated,730,13,Completed,9,True,False,True,1
PID-923F24FEAB99,R003168,L002123,C00269,P00105,2023-12-26,117306,137248.02,Manual,730,17,Declined,18,False,True,False,1
PID-9FA8D8836067,R003169,L002124,C00269,P00103,2022-06-17,165243,145413.84,Negotiated,365,23,Completed,28,True,True,True,2
PID-19E73AFAF61F,R003170,L002125,C00269,P00097,2026-12-24,150016,180019.2,Automatic,730,10,Declined,0,True,True,True,3
PID-8D91A4E0E826,R003171,L002125,C00269,P00097,2028-12-23,150016,142515.2,Manual,730,12,Completed,24,True,False,True,1
PID-298A454ACBEE,R003172,L002125,C00269,P00097,2030-12-23,150016,171018.24,Manual,730,12,Completed,8,False,False,True,1
PID-F9F936F20687,R003173,L002126,C00269,P00096,2023-11-23,145071,153775.26,Manual,1095,9,Declined,18,False,False,False,3
PID-517587E06D95,R003174,L002127,C00269,P00140,2023-04-27,75850,78884.0,Manual,365,5,Pending,4,False,True,True,3
PID-D1ABAF6A3584,R003175,L002127,C00269,P00140,2024-04-26,75850,87227.5,Automatic,365,19,Declined,24,False,True,False,3
PID-DD691493C631,R003176,L002127,C00269,P00140,2025-04-26,75850,89503.0,Automatic,365,21,Declined,20,False,False,True,1
PID-D03800CA325A,R003177,L002129,C00269,P00139,2022-11-24,83520,67651.2,Manual,730,17,Completed,11,True,False,False,0
PID-E71FDCB8C603,R003178,L002129,C00269,P00139,2023-11-24,83520,71827.2,Manual,1095,19,Completed,24,True,False,False,2
PID-830F802D65BA,R003179,L002130,C00270,P00178,2026-11-11,124871,143601.65,Manual,365,18,Declined,22,False,False,True,2
PID-B3BA6D4714A9,R003180,L002132,C00270,P00020,2022-04-07,35178,39751.14,Negotiated,730,17,Pending,3,False,True,True,0
