License_ID,Customer_ID,Vendor_ID,Product_ID,Number_of_quantities_purchased,Number_of_quantities_activated,Percentage_of_quantities_deployed,Days_since_last_quantity_purchased,Days_since_last_quantity_activated,Avg_gap_in_quantity_purchase,Avg_gap_in_quantity_activated,Direction_Trend_purchased_quantities,Direction_Trend_activated_quantities,Direction_Trend_deployed_quantities,Deployment_Type,Days_since_first_quantity_purchased,Days_since_first_activation,Avg_gap_Purchase_to_Activation,Frequency_of_Product_Purchase,Recency_of_product_purchase,Variants,Subscription_period_derived,Contract_Value,License_Start_Date,License_End_Date,Renewal_Status,Payment_Status,Support_Tickets,Satisfaction_Score,Churn_Risk,Usage_Frequency,Last_Login,Feature_Utilization,Integration_Count,Custom_Configuration,Training_Sessions,Upgrade_History,Downgrade_History,Relative_number_of_products_purchased_from_catalogue,Relative_purchases_qty,Relative_activation_qty,Relative_activation_percentage,Relative_Activated_Variant_percentage,Relative_variant_activation_quantity
L001553,C00208,V0050,P00270,256.0,230.0,80.859375,-443.0,-469.0,207.0,206.0,Downward,Downward,Downward,Development,385.0,355.0,20.6,5.0,-443.0,"V5,V1,V3,V5",30.0,56320.0,2023-12-12,2028-03-18,Cancelled,Pending,5.0,5.0,High,Monthly,2024-12-31 00:00:00,21.0,3.0,True,3.0,1.0,1.0,2.5547445255474455,26.919032597266035,28.57142857142857,89.84375,80.0,28.57142857142857
L001554,C00208,V0050,P00272,148.0,122.0,64.1891891891892,-584.0,-594.0,234.66666666666666,233.0,Downward,Downward,Downward,Test,120.0,105.0,14.75,4.0,-584.0,"V3,V3,V1,V2",30.0,13320.0,2024-09-02,2027-08-07,Active,Pending,9.0,9.0,High,Daily,2024-12-31 00:00:00,95.0,4.0,True,3.0,0.0,1.0,2.5547445255474455,15.562565720294428,15.15527950310559,82.43243243243244,80.0,15.15527950310559
L001555,C00208,V0050,P00274,144.0,117.0,65.97222222222221,948.0,925.0,147.0,150.0,Downward,Downward,Downward,Production,1242.0,1225.0,23.0,3.0,948.0,"V2,V2",30.0,92448.0,2021-08-07,2023-05-28,Cancelled,Overdue,4.0,4.0,High,Monthly,2024-03-29,89.0,3.0,False,3.0,1.0,1.0,2.5547445255474455,15.141955835962145,14.534161490683232,81.25,40.0,14.534161490683232
L001556,C00208,V0020,P00098,71.0,55.0,45.07042253521127,,37.0,87.0,98.0,Upward,Upward,Upward,Production,135.0,135.0,5.5,2.0,48.0,"V2,V2,V3",365.0,50410.0,2024-08-18,2025-02-11,Cancelled,Overdue,3.0,5.0,High,Monthly,2024-12-01,48.0,2.0,False,3.0,0.0,1.0,2.5547445255474455,7.465825446898002,6.832298136645963,77.46478873239437,60.0,6.832298136645963
L001557,C00208,V0020,P00100,182.0,156.0,57.14285714285714,-173.0,-199.0,215.5,219.25,Upward,Upward,Upward,Development,689.0,678.0,18.4,5.0,-173.0,"V1,V2,V3",90.0,132860.0,2023-02-11,2026-06-22,Active,Overdue,3.0,10.0,Low,Weekly,2024-12-31 00:00:00,32.0,5.0,True,3.0,3.0,,2.5547445255474455,19.137749737118824,19.37888198757764,85.71428571428571,60.0,19.37888198757764
L001558,C00208,V0020,P00101,120.0,101.0,65.0,-144.0,-169.0,183.0,195.0,Upward,Upward,Upward,Production,39.0,26.0,19.0,2.0,-144.0,V4,,94680.0,2024-11-22,2026-05-24,Active,Overdue,1.0,4.0,Low,Monthly,2024-12-31 00:00:00,85.0,4.0,True,2.0,2.0,0.0,2.5547445255474455,12.618296529968454,12.546583850931677,84.16666666666667,20.0,12.546583850931677
L001559,C00208,V0022,P00114,30.0,24.0,56.666666666666664,687.0,679.0,74.0,82.0,Upward,Upward,Downward,Production,761.0,761.0,4.0,2.0,687.0,V1,365.0,16440.0,2022-12-01,2024-02-13,Active,Pending,0.0,10.0,Low,Weekly,2024-05-26,49.0,4.0,False,2.0,0.0,1.0,2.5547445255474455,3.1545741324921135,2.981366459627329,80.0,20.0,2.981366459627329
L001560,C00209,V0046,P00254,218.0,191.0,67.43119266055045,-368.0,-384.0,209.5,210.0,Upward,Upward,Upward,Production,51.0,36.0,14.333333333333334,3.0,-368.0,V1,730.0,7194.0,2024-11-10,2028-01-03,Expired,Paid,7.0,1.0,High,Monthly,2024-12-31 00:00:00,29.0,3.0,True,3.0,3.0,0.0,4.37956204379562,10.302457466918714,10.790960451977401,87.61467889908256,20.0,10.790960451977401
L001561,C00209,V0047,,119.0,114.0,66.38655462184873,1428.0,1401.0,324.0,346.0,Upward,Upward,Upward,Development,1752.0,1747.0,16.0,2.0,1428.0,"V3,V3,V3",90.0,6664.0,2020-03-15,2022-02-02,Active,Paid,7.0,3.0,High,Monthly,2023-10-21,28.0,4.0,False,0.0,0.0,0.0,4.37956204379562,5.623818525519849,6.440677966101695,95.7983193277311,60.0,6.440677966101695
L001562,C00209,V0009,P00048,82.0,56.0,57.3170731707317,1389.0,1388.0,133.0,107.0,Upward,Upward,Upward,Production,1522.0,1495.0,14.0,2.0,1389.0,,365.0,19188.0,2020-10-31,2021-06-11,Expired,Pending,9.0,10.0,Medium,Monthly,2023-12-20,81.0,5.0,False,3.0,1.0,1.0,4.37956204379562,3.8752362948960304,3.1638418079096042,68.29268292682927,20.0,3.1638418079096042
L001563,C00209,V0011,P00057,100.0,78.0,60.0,755.0,725.0,143.25,146.25,Upward,Upward,Upward,,1328.0,1310.0,19.4,5.0,755.0,"V4,V1,V4",365.0,12200.0,2021-05-13,2023-12-07,Active,Overdue,6.0,1.0,Low,Monthly,2024-10-17,77.0,3.0,True,2.0,3.0,0.0,4.37956204379562,4.725897920604915,4.406779661016949,78.0,60.0,4.406779661016949
L001564,C00209,V0011,P00058,172.0,149.0,64.53488372093024,-316.0,-329.0,303.0,306.3333333333333,Downward,Downward,Downward,Production,593.0,590.0,14.0,4.0,-316.0,V1,730.0,128656.0,2023-05-18,2026-02-10,Cancelled,Overdue,1.0,6.0,Low,Daily,2024-12-31 00:00:00,66.0,1.0,True,1.0,3.0,1.0,4.37956204379562,8.128544423440454,8.418079096045197,86.62790697674419,20.0,8.418079096045197
L001565,C00209,V0011,P00059,106.0,83.0,58.490566037735846,790.0,779.0,206.5,200.0,Flat,Upward,Upward,Production,1203.0,1179.0,12.666666666666666,3.0,790.0,"V1,V3",365.0,97626.0,2021-09-15,2022-12-02,Active,Overdue,2.0,7.0,Medium,Monthly,2023-07-06,41.0,5.0,False,3.0,3.0,,4.37956204379562,5.00945179584121,4.689265536723164,78.30188679245283,40.0,4.689265536723164
L001566,C00209,V0036,P00197,,179.0,68.72037914691943,891.0,888.0,175.33333333333334,176.33333333333334,,Downward,Downward,Development,1417.0,1417.0,12.0,4.0,891.0,"V4,V4,V5,V3,V5",,158039.0,2021-02-13,2022-10-22,Cancelled,Overdue,1.0,,High,,2023-11-30,80.0,0.0,False,3.0,1.0,1.0,4.37956204379562,9.97164461247637,10.112994350282486,84.83412322274881,100.0,10.112994350282486
L001567,C00209,V0036,P00200,262.0,203.0,56.87022900763359,78.0,58.0,139.0,143.75,Downward,Downward,Downward,Production,634.0,633.0,12.2,5.0,78.0,"V1,V3",365.0,167680.0,2023-04-07,2025-10-14,Cancelled,Pending,5.0,6.0,Medium,Daily,2024-12-29,50.0,2.0,True,2.0,3.0,0.0,4.37956204379562,12.381852551984878,11.468926553672317,77.48091603053436,40.0,11.468926553672317
L001568,C00209,V0041,P00225,340.0,291.0,57.94117647058824,-353.0,-366.0,160.75,162.25,Downward,Downward,Downward,Production,290.0,283.0,14.0,5.0,-353.0,V1,90.0,150620.0,2024-03-16,2026-12-19,Expired,Overdue,7.0,1.0,Medium,Monthly,,57.0,0.0,True,3.0,3.0,0.0,4.37956204379562,16.068052930056712,16.440677966101696,85.58823529411764,20.0,16.440677966101696
L001569,C00209,V0018,P00091,99.0,73.0,51.515151515151516,-55.0,-65.0,162.5,152.5,Upward,Upward,Upward,Test,270.0,240.0,20.666666666666668,3.0,-55.0,V1,365.0,34056.0,2024-04-05,2027-02-24,Expired,Pending,8.0,2.0,Low,Weekly,2024-12-31 00:00:00,82.0,4.0,False,1.0,0.0,0.0,4.37956204379562,4.678638941398866,4.124293785310734,73.73737373737373,20.0,4.124293785310734
L001570,C00209,V0017,P00089,230.0,206.0,61.73913043478261,465.0,435.0,199.5,202.25,Upward,Upward,Upward,Test,1263.0,1244.0,16.0,5.0,465.0,"V2,V1",365.0,169510.0,2021-07-17,2024-09-22,Expired,Pending,4.0,5.0,High,,2024-06-03,39.0,2.0,False,1.0,2.0,0.0,4.37956204379562,,11.638418079096045,89.56521739130436,40.0,11.638418079096045
L001571,C00209,V0017,P00090,177.0,147.0,64.40677966101694,-157.0,-177.0,190.0,195.5,Downward,Downward,Downward,Production,223.0,214.0,16.666666666666668,3.0,-157.0,"V3,V2",90.0,130626.0,2024-05-22,2026-06-06,Expired,Paid,4.0,10.0,Medium,Weekly,2024-12-31 00:00:00,31.0,1.0,True,3.0,0.0,0.0,4.37956204379562,8.364839319470699,8.305084745762711,83.05084745762711,40.0,8.305084745762711
L001572,C00210,V0021,P00102,8.0,5.0,37.5,601.0,573.0,0.0,0.0,Flat,Flat,Flat,Production,601.0,573.0,28.0,1.0,601.0,"V4,V1,V4,V3",30.0,1896.0,2023-05-10,2025-05-09,Cancelled,Pending,10.0,6.0,High,Weekly,2024-06-24,98.0,5.0,True,0.0,0.0,0.0,1.4598540145985401,1.2012012012012012,0.9041591320072333,62.5,80.0,0.9041591320072333
L001573,C00210,V0021,P00104,204.0,178.0,66.66666666666666,968.0,950.0,181.66666666666666,187.0,Upward,Upward,Upward,Production,1513.0,1511.0,14.5,4.0,968.0,V3,365.0,129540.0,2020-11-09,2023-05-08,Cancelled,Pending,2.0,1.0,High,Daily,2024-03-03,80.0,2.0,True,2.0,0.0,0.0,1.4598540145985401,30.630630630630627,32.1880650994575,87.25490196078431,20.0,32.1880650994575
L001574,C00210,V0038,P00209,364.0,293.0,53.2967032967033,-514.0,-522.0,,250.25,Downward,Downward,Downward,Production,500.0,479.0,14.2,5.0,-514.0,,90.0,106652.0,2023-08-19,2027-05-29,Expired,Pending,6.0,8.0,Low,,2024-12-31 00:00:00,52.0,2.0,True,1.0,0.0,0.0,1.4598540145985401,54.65465465465466,52.98372513562387,80.4945054945055,60.0,52.98372513562387
L001575,C00210,V0038,P00208,90.0,77.0,68.88888888888889,371.0,344.0,0.0,0.0,Flat,Flat,Flat,Production,371.0,344.0,27.0,1.0,371.0,"V1,V3,V5",365.0,59040.0,2023-12-26,2024-12-25,Active,Pending,4.0,1.0,High,Monthly,2024-08-05,79.0,2.0,False,0.0,1.0,1.0,1.4598540145985401,13.513513513513514,13.924050632911392,85.55555555555556,60.0,13.924050632911392
L001576,C00211,V0006,P00030,162.0,137.0,58.64197530864198,1410.0,1395.0,59.5,59.5,Upward,Upward,Upward,Test,1529.0,1514.0,13.333333333333334,3.0,1410.0,"V2,V3,V1",30.0,4536.0,2020-10-24,2022-02-20,Expired,Paid,7.0,3.0,Low,Daily,2024-10-19,48.0,0.0,False,2.0,2.0,0.0,2.18978102189781,18.493150684931507,19.054242002781642,84.5679012345679,60.0,19.054242002781642
L001577,C00211,V0045,P00251,241.0,190.0,53.11203319502075,-326.0,-340.0,123.0,127.0,Upward,Upward,Upward,Production,43.0,41.0,14.75,4.0,-326.0,V1,365.0,114234.0,2024-11-18,2026-11-22,Active,Paid,10.0,7.0,High,Weekly,2024-12-31 00:00:00,31.0,1.0,True,0.0,0.0,0.0,2.18978102189781,27.51141552511416,26.425591098748264,78.83817427385893,20.0,26.425591098748264
L001578,C00211,V0040,P00222,20.0,14.0,35.0,69.0,58.0,0.0,0.0,Flat,Flat,Flat,Production,69.0,58.0,11.0,1.0,69.0,"V2,V4",365.0,5620.0,2024-10-23,2025-10-23,Active,Pending,1.0,5.0,Low,Weekly,2024-12-13,83.0,5.0,True,3.0,3.0,0.0,2.18978102189781,2.28310502283105,1.9471488178025034,70.0,40.0,1.9471488178025034
L001579,C00211,V0040,P00220,183.0,139.0,56.830601092896174,255.0,255.0,224.25,219.0,Upward,Upward,Upward,Production,1152.0,1131.0,15.2,5.0,255.0,"V3,V1,V4,V5,V1",90.0,75030.0,2021-11-05,2025-04-20,Cancelled,Overdue,4.0,4.0,High,Weekly,2024-04-28,29.0,0.0,False,0.0,2.0,1.0,2.18978102189781,20.89041095890411,19.33240611961057,75.95628415300546,100.0,19.33240611961057
L001580,C00211,V0039,P00218,253.0,224.0,66.00790513833992,-711.0,-719.0,202.5,199.0,Downward,Downward,Downward,Development,99.0,77.0,14.2,5.0,-711.0,"V3,V2",365.0,198858.0,2024-09-23,2027-12-12,Active,Paid,4.0,3.0,Medium,Daily,2024-12-31 00:00:00,97.0,4.0,False,0.0,0.0,1.0,2.18978102189781,28.881278538812786,31.154381084840054,88.53754940711462,40.0,31.154381084840054
L001581,C00211,V0039,P00214,17.0,15.0,41.17647058823529,89.0,79.0,0.0,0.0,Flat,Flat,Flat,,89.0,79.0,10.0,1.0,89.0,V3,730.0,1853.0,2024-10-03,2026-10-03,Active,Pending,3.0,3.0,High,Weekly,2024-11-20,78.0,1.0,True,2.0,0.0,0.0,2.18978102189781,1.9406392694063925,2.086230876216968,88.23529411764706,20.0,2.086230876216968
L001582,C00212,V0001,P00002,316.0,215.0,50.9493670886076,-298.0,-313.0,133.75,132.75,Upward,Upward,Upward,Development,237.0,218.0,18.4,5.0,-298.0,"V1,V3,V3",90.0,208244.0,2024-05-08,2026-10-25,Expired,Paid,8.0,6.0,Medium,Daily,2024-12-31 00:00:00,20.0,3.0,True,1.0,0.0,1.0,0.7299270072992701,77.64127764127764,71.42857142857143,68.0379746835443,60.0,71.42857142857143
L001583,C00212,V0001,P00001,91.0,86.0,62.637362637362635,1439.0,1434.0,0.0,0.0,Flat,Flat,Flat,Production,1439.0,1434.0,5.0,1.0,1439.0,"V3,V2",90.0,84903.0,2021-01-22,2022-01-22,Cancelled,Paid,0.0,10.0,High,Daily,2022-06-28,58.0,0.0,False,3.0,2.0,1.0,0.7299270072992701,22.358722358722357,28.57142857142857,94.5054945054945,40.0,28.57142857142857
L001584,C00213,V0011,P00059,164.0,121.0,56.70731707317073,1120.0,1093.0,60.5,62.5,Upward,Downward,Upward,Test,1241.0,1218.0,20.666666666666668,3.0,1120.0,"V1,V1",365.0,,2021-08-08,2022-01-06,Active,Overdue,2.0,10.0,Low,Weekly,2023-12-23,84.0,1.0,False,3.0,3.0,0.0,2.18978102189781,13.86306001690617,12.321792260692463,73.78048780487805,40.0,12.321792260692463
L001585,C00213,V0033,P00159,162.0,148.0,65.4320987654321,153.0,144.0,326.6666666666667,325.6666666666667,Downward,Downward,Downward,Production,1133.0,1121.0,17.0,4.0,153.0,"V3,V1,V1",365.0,120042.0,2021-11-24,2026-07-31,Expired,Pending,8.0,4.0,High,Monthly,2024-12-22,75.0,5.0,True,1.0,1.0,1.0,,13.693998309382923,15.071283095723015,91.35802469135803,60.0,15.071283095723015
L001586,C00213,V0033,P00160,206.0,162.0,57.76699029126213,997.0,989.0,126.66666666666667,127.33333333333333,Downward,Downward,Downward,Production,1377.0,1371.0,12.25,4.0,997.0,V3,30.0,25956.0,2021-03-25,2023-04-09,Cancelled,Paid,2.0,9.0,Medium,Daily,2022-08-28,24.0,0.0,False,1.0,1.0,1.0,2.18978102189781,17.413355874894336,16.4969450101833,78.64077669902912,20.0,16.4969450101833
L001587,C00213,V0002,P00011,190.0,147.0,58.94736842105262,1534.0,1530.0,112.0,109.0,Downward,Upward,Upward,Development,1646.0,1639.0,5.5,2.0,1534.0,V1,365.0,149530.0,2020-06-29,2021-10-19,Active,Pending,10.0,3.0,Low,Weekly,2023-11-28,35.0,2.0,True,3.0,0.0,0.0,2.18978102189781,16.06086221470837,14.969450101832994,77.36842105263158,20.0,14.969450101832994
L001588,C00213,V0002,P00004,193.0,182.0,67.87564766839378,165.0,158.0,335.3333333333333,327.6666666666667,Upward,Upward,Upward,Production,1171.0,1141.0,17.75,4.0,165.0,V1,730.0,113098.0,2021-10-17,2024-10-17,Expired,Pending,9.0,6.0,High,Weekly,2024-11-07,25.0,3.0,True,3.0,1.0,1.0,2.18978102189781,16.314454775993237,18.533604887983707,94.30051813471503,20.0,18.533604887983707
L001589,C00213,V0002,P00008,268.0,222.0,60.447761194029844,909.0,881.0,148.66666666666666,155.0,Upward,,Upward,Production,1355.0,1346.0,19.75,4.0,909.0,V1,365.0,231552.0,2021-04-16,2024-07-05,Active,Paid,3.0,7.0,Low,Weekly,2022-10-21,87.0,3.0,False,2.0,2.0,0.0,2.18978102189781,22.65426880811496,,,20.0,22.606924643584524
L001590,C00214,V0003,P00018,164.0,133.0,56.09756097560976,836.0,834.0,246.33333333333334,242.66666666666666,Downward,Downward,Downward,Production,1575.0,1562.0,10.75,4.0,836.0,V2,365.0,128248.0,2020-09-08,2022-12-16,Active,Overdue,8.0,8.0,Medium,Monthly,2024-06-24,39.0,2.0,False,0.0,0.0,0.0,13.138686131386862,2.439750074382624,2.3865063699982056,81.09756097560977,20.0,2.3865063699982056
L001591,C00214,V0003,P00020,76.0,67.0,65.78947368421053,450.0,430.0,362.0,366.0,Upward,Upward,Upward,Production,812.0,796.0,18.0,2.0,450.0,V1,730.0,34276.0,2022-10-11,2024-01-06,Expired,Pending,5.0,7.0,Low,Daily,2024-11-17,35.0,4.0,False,0.0,,0.0,13.138686131386862,1.130615888128533,1.2022250134577428,88.1578947368421,20.0,1.2022250134577428
L001592,C00214,V0003,P00019,175.0,125.0,53.142857142857146,71.0,59.0,214.5,208.0,Upward,Upward,Upward,Development,500.0,475.0,15.0,3.0,71.0,"V1,V2",365.0,172375.0,2023-08-19,2024-11-20,Cancelled,Overdue,0.0,1.0,High,Weekly,2024-12-14,52.0,4.0,False,3.0,2.0,1.0,13.138686131386862,2.6033918476643856,2.2429571146599674,71.42857142857143,40.0,2.2429571146599674
L001593,C00214,V0029,P00144,205.0,164.0,56.09756097560976,-960.0,-963.0,297.75,293.75,Upward,Upward,Upward,Development,231.0,212.0,17.8,5.0,-960.0,"V1,V2",365.0,30340.0,2024-05-14,,Active,Overdue,9.0,3.0,Medium,Weekly,2024-12-31 00:00:00,57.0,4.0,True,1.0,0.0,1.0,13.138686131386862,3.0496875929782803,2.9427597344338774,80.0,40.0,2.9427597344338774
L001594,C00214,V0029,P00143,175.0,154.0,64.0,505.0,493.0,230.0,242.0,Upward,Downward,Downward,Production,735.0,735.0,6.0,2.0,505.0,"V4,V3,V1",365.0,73850.0,2022-12-27,2023-11-12,Cancelled,Overdue,10.0,10.0,Medium,Monthly,2024-11-13,33.0,1.0,False,2.0,3.0,1.0,13.138686131386862,2.6033918476643856,2.76332316526108,88.0,60.0,2.76332316526108
L001595,C00214,V0002,P00016,135.0,116.0,68.88888888888889,1082.0,1054.0,184.5,186.25,Downward,Downward,Downward,Development,1820.0,1799.0,19.6,5.0,1082.0,"V3,V4,V3,V1,V1",90.0,114615.0,2020-01-07,2024-01-14,Active,Overdue,1.0,1.0,High,Monthly,2023-05-12,65.0,0.0,False,1.0,1.0,0.0,13.138686131386862,2.008330853912526,,85.92592592592592,100.0,2.08146420240445
L001596,C00214,V0002,P00013,154.0,134.0,56.493506493506494,-522.0,-522.0,131.25,128.75,Downward,Downward,Downward,Production,3.0,-7.0,7.6,5.0,-522.0,V1,365.0,93940.0,2024-12-28,2027-06-06,Cancelled,Pending,10.0,7.0,Low,Monthly,2024-12-31 00:00:00,57.0,3.0,False,3.0,2.0,0.0,13.138686131386862,2.2909848259446592,2.4044500269154856,87.01298701298701,20.0,2.4044500269154856
L001597,C00214,V0002,P00011,243.0,216.0,71.19341563786008,-328.0,-328.0,278.3333333333333,272.3333333333333,Upward,Upward,,Production,507.0,489.0,7.25,4.0,-328.0,V1,365.0,191241.0,2023-08-12,2026-11-24,Active,Pending,5.0,7.0,Low,Weekly,2024-12-31 00:00:00,30.0,2.0,True,1.0,2.0,1.0,13.138686131386862,3.6149955370425464,3.8758298941324245,88.88888888888889,20.0,3.8758298941324245
L001598,C00214,V0023,P00116,101.0,76.0,56.43564356435643,207.0,181.0,318.0,336.0,Downward,Downward,Downward,Production,525.0,517.0,17.0,2.0,207.0,V1,730.0,22422.0,2023-07-25,2026-06-07,Cancelled,Paid,7.0,7.0,Low,Weekly,2024-10-07,98.0,0.0,False,3.0,3.0,1.0,13.138686131386862,1.5025290092234456,1.3637179257132603,75.24752475247524,20.0,1.3637179257132603
,C00214,V0023,P00115,229.0,171.0,55.45851528384279,30.0,6.0,251.25,251.5,Upward,Upward,Upward,Production,1035.0,1012.0,15.6,5.0,30.0,V1,90.0,126866.0,2022-03-02,2026-12-01,Active,Pending,4.0,1.0,High,Monthly,2024-12-27,41.0,4.0,False,3.0,3.0,0.0,13.138686131386862,3.406724189229396,3.0683653328548357,74.67248908296943,20.0,3.0683653328548357
L001600,C00214,V0023,P00118,182.0,158.0,70.87912087912088,526.0,512.0,209.5,214.0,Upward,Upward,Downward,Production,945.0,940.0,10.0,3.0,526.0,V1,730.0,98280.0,2022-05-31,2024-07-23,Expired,Overdue,3.0,6.0,Low,Monthly,2023-12-26,100.0,2.0,True,2.0,1.0,1.0,13.138686131386862,2.707527521570961,,86.81318681318682,20.0,2.835097792930199
L001601,C00214,V0046,P00256,217.0,159.0,50.69124423963134,-522.0,-531.0,237.25,234.5,Downward,Downward,Downward,Production,427.0,407.0,16.0,5.0,-522.0,"V2,V2",365.0,,2023-10-31,2027-06-06,Active,,7.0,2.0,High,Daily,2024-12-31 00:00:00,25.0,1.0,False,1.0,1.0,0.0,13.138686131386862,3.228205891103838,2.853041449847479,73.27188940092167,40.0,2.853041449847479
L001602,C00214,V0046,P00259,65.0,49.0,52.307692307692314,232.0,213.0,346.0,335.0,Upward,Upward,Upward,Test,578.0,548.0,24.5,2.0,232.0,"V3,V4,V4,V4",730.0,43355.0,2023-06-02,2025-05-13,Cancelled,Pending,9.0,7.0,Low,Daily,2024-09-28,27.0,4.0,False,2.0,3.0,1.0,13.138686131386862,0.9669741148467718,0.8792391889467073,75.38461538461539,80.0,0.8792391889467073
L001603,C00214,V0046,P00257,284.0,216.0,59.50704225352113,535.0,,250.75,245.5,Downward,Upward,Upward,Test,1538.0,1512.0,8.0,5.0,535.0,"V2,V2",90.0,129220.0,2020-10-15,2023-10-13,Cancelled,Overdue,2.0,,High,Weekly,2024-08-22,40.0,0.0,True,3.0,3.0,1.0,13.138686131386862,4.224933055638203,3.8758298941324245,76.05633802816901,40.0,3.8758298941324245
L001604,C00214,V0009,P00049,338.0,303.0,67.75147928994083,-262.0,-282.0,146.66666666666666,152.0,Upward,Upward,Downward,Production,178.0,174.0,10.5,4.0,-262.0,"V1,V2,V1,V2",365.0,7098.0,2024-07-06,2026-09-19,Active,Paid,6.0,6.0,High,Monthly,2024-12-31 00:00:00,89.0,5.0,False,3.0,3.0,1.0,13.138686131386862,5.028265397203214,5.436928045935762,89.64497041420118,80.0,
L001605,C00214,V0009,P00046,96.0,88.0,57.291666666666664,1366.0,1359.0,0.0,0.0,Flat,Flat,Flat,Production,1366.0,1359.0,7.0,1.0,1366.0,"V3,V3,V2",365.0,89568.0,2021-04-05,2022-04-05,Expired,Paid,6.0,3.0,Medium,Weekly,2023-05-12,75.0,2.0,False,2.0,2.0,1.0,13.138686131386862,1.428146385004463,1.5790418087206173,91.66666666666666,60.0,1.5790418087206173
L001606,C00214,V0009,P00047,98.0,85.0,59.183673469387756,497.0,470.0,210.0,221.0,Upward,Upward,Upward,Test,707.0,691.0,21.5,2.0,497.0,"V3,V3,V3",30.0,20874.0,2023-01-24,2024-08-21,Cancelled,Pending,9.0,5.0,Medium,Daily,2024-03-01,79.0,0.0,False,0.0,2.0,1.0,13.138686131386862,1.457899434692056,1.5252108379687779,86.73469387755102,60.0,1.5252108379687779
L001607,C00214,V0033,P00161,180.0,153.0,61.66666666666667,74.0,58.0,,169.0,Upward,Upward,Downward,Development,595.0,565.0,15.75,4.0,74.0,V1,365.0,73620.0,2023-05-16,2025-01-16,Active,Overdue,8.0,7.0,High,Monthly,2024-12-03,83.0,0.0,False,1.0,3.0,0.0,13.138686131386862,2.677774471883368,2.7453795083438006,85.0,20.0,2.7453795083438006
L001608,C00214,V0033,P00160,134.0,94.0,53.73134328358209,984.0,960.0,127.0,127.0,Upward,Upward,Downward,Development,1111.0,1087.0,24.0,2.0,984.0,"V2,V1",730.0,16884.0,2021-12-16,2023-04-22,Cancelled,Overdue,10.0,4.0,Low,Monthly,2022-06-12,90.0,1.0,True,2.0,2.0,0.0,13.138686131386862,1.9934543290687297,1.6867037502242956,70.1492537313433,40.0,1.6867037502242956
L001609,C00214,V0036,P00198,334.0,254.0,57.18562874251497,531.0,509.0,304.6666666666667,309.0,Downward,Downward,Downward,Development,1445.0,1436.0,15.25,4.0,531.0,"V1,V2",730.0,219772.0,2021-01-16,2026-07-18,Cancelled,Pending,4.0,5.0,Medium,Daily,2023-10-30,74.0,5.0,False,0.0,3.0,1.0,13.138686131386862,4.9687592978280275,4.557688856989054,76.04790419161677,40.0,4.557688856989054
L001610,C00214,V0036,P00194,357.0,290.0,56.30252100840336,-601.0,-625.0,159.25,160.5,Downward,Downward,Downward,Development,36.0,17.0,21.8,5.0,-601.0,V3,365.0,81039.0,2024-11-25,2027-08-24,Expired,Overdue,2.0,5.0,Medium,Monthly,2024-12-31 00:00:00,22.0,3.0,False,3.0,2.0,1.0,13.138686131386862,5.3109193692353465,5.203660506011125,81.23249299719888,20.0,5.203660506011125
L001611,C00214,V0036,P00202,229.0,185.0,55.895196506550214,900.0,886.0,178.0,177.75,Downward,Downward,Downward,Production,1612.0,1597.0,21.4,5.0,900.0,V1,730.0,53357.0,2020-08-02,2022-10-13,Active,Paid,7.0,1.0,Low,Monthly,2022-12-28,52.0,0.0,False,0.0,2.0,0.0,13.138686131386862,3.406724189229396,3.3195765296967523,80.78602620087337,20.0,3.3195765296967523
L001612,C00214,V0039,P00218,126.0,115.0,71.42857142857143,731.0,713.0,217.0,214.0,Downward,Upward,Downward,Production,1599.0,1569.0,18.0,5.0,731.0,V2,365.0,99036.0,2020-08-15,2023-12-31,Active,Paid,0.0,5.0,,Daily,2023-12-18,62.0,3.0,True,2.0,2.0,1.0,13.138686131386862,1.8744421303183576,2.06352054548717,91.26984126984127,20.0,2.06352054548717
L001613,C00214,V0039,P00212,103.0,85.0,61.165048543689316,416.0,414.0,193.0,188.0,Downward,Downward,Downward,Development,609.0,602.0,4.5,2.0,416.0,"V1,V2,V1,V3",30.0,30385.0,2023-05-02,2023-12-11,Expired,Pending,4.0,9.0,High,Weekly,2024-08-29,62.0,2.0,False,1.0,1.0,1.0,13.138686131386862,1.5322820589110384,1.5252108379687779,82.52427184466019,80.0,1.5252108379687779
L001614,C00214,V0049,P00268,154.0,141.0,74.02597402597402,776.0,773.0,,73.0,Upward,Upward,Upward,Production,998.0,992.0,13.5,4.0,776.0,V1,365.0,100716.0,2022-04-08,2023-11-16,Expired,Pending,4.0,5.0,High,Monthly,2023-02-04,75.0,5.0,False,0.0,3.0,0.0,13.138686131386862,2.2909848259446592,2.5300556253364435,91.55844155844156,20.0,2.5300556253364435
L001615,C00214,V0045,P00252,332.0,308.0,66.86746987951807,-645.0,-645.0,214.0,209.0,Downward,Downward,,Production,211.0,191.0,14.8,5.0,-645.0,"V1,V1",90.0,282864.0,2024-06-03,2028-10-06,Expired,Pending,5.0,6.0,High,Daily,2024-12-31 00:00:00,67.0,3.0,True,1.0,0.0,0.0,13.138686131386862,4.939006248140434,5.52664633052216,92.7710843373494,40.0,5.52664633052216
