Renewal_ID,License_ID,Customer_ID,Product_ID,Renewal_Date,Previous_Contract_Value,New_Contract_Value,Renewal_Type,Renewal_Duration,Discount_Applied,Renewal_Status,Negotiation_Days,Decision_Maker_Change,Competitive_Threat,Upsell_Opportunity,Cross_sell_Products
R002457,L001641,C00216,P00222,2025-09-19,66035,52828.0,Automatic,730,17,Completed,20,True,False,False,1
R002458,L001641,C00216,P00222,2026-09-19,66035,64714.3,Manual,1095,21,Pending,2,True,True,False,0
R002459,L001642,C00216,P00223,2022-05-18,83385,94225.05,Manual,730,14,Declined,11,False,False,True,2
R002460,L001642,C00216,P00223,2023-05-18,83385,69209.55,Automatic,1095,16,Pending,19,False,True,False,0
R002461,L001642,C00216,P00223,2024-05-17,83385,70877.25,Negotiated,730,3,Pending,10,True,False,True,2
R002462,L001645,C00216,P00234,2022-11-09,82320,97960.8,Automatic,1095,13,Declined,22,False,True,True,0
R002463,L001645,C00216,P00234,2023-11-09,82320,79027.2,Automatic,365,23,Pending,25,False,True,True,2
R002464,L001647,C00216,P00089,2022-06-27,62645,71415.3,Negotiated,1095,11,Declined,14,True,False,True,2
R002465,L001649,C00217,P00267,2023-11-25,109112,113476.48,Automatic,730,16,Declined,29,False,False,True,0
R002466,L001651,C00218,P00217,2025-06-19,85248,80985.6,Manual,1095,6,Pending,16,True,False,False,1
R002467,L001651,C00218,P00217,2026-06-19,85248,83543.04,Negotiated,365,21,Completed,25,False,True,True,1
R002468,L001651,C00218,P00217,2027-06-19,85248,87805.44,Negotiated,365,4,Pending,27,True,True,True,1
R002469,L001652,C00218,P00219,2023-08-23,14220,14362.2,Automatic,365,8,Pending,13,True,False,True,3
R002470,L001653,C00218,P00239,2024-03-15,7668,6594.48,Manual,730,13,Pending,5,False,False,True,3
R002471,L001653,C00218,P00239,2025-03-15,7668,8971.56,Automatic,730,15,Completed,21,True,True,True,0
R002472,L001654,C00218,P00238,2021-08-26,207706,236784.84,Negotiated,730,16,Declined,13,False,True,True,3
R002473,L001654,C00218,P00238,2021-11-24,207706,193166.58,Automatic,730,8,Completed,24,True,False,True,1
R002474,L001655,C00218,P00245,2022-01-20,128089,140897.9,Negotiated,1095,15,Pending,26,False,False,False,3
R002475,L001655,C00218,P00245,2024-01-20,128089,129369.89,Negotiated,730,17,Pending,29,True,False,True,3
R002476,L001655,C00218,P00245,2026-01-19,128089,142178.79,Automatic,1095,24,Completed,30,True,False,False,3
R002477,L001656,C00218,P00268,2024-10-09,28776,26186.16,Automatic,1095,6,Declined,3,True,False,True,3
R002478,L001656,C00218,P00268,2027-10-09,28776,30214.8,Automatic,365,22,Completed,25,True,False,True,1
R002479,L001656,C00218,P00268,2030-10-08,28776,33667.92,Manual,730,14,Completed,1,False,False,False,1
R002480,L001658,C00220,P00215,2022-09-25,76356,69483.96,Manual,1095,14,Completed,24,False,True,False,3
R002481,L001660,C00220,P00038,2024-01-24,26560,24966.4,Automatic,1095,5,Declined,3,False,True,True,1
R002482,L001660,C00220,P00038,2024-04-23,26560,21513.6,Manual,365,18,Declined,18,False,False,True,1
R002483,L001661,C00220,P00036,2021-03-12,28900,30345.0,Negotiated,365,2,Declined,24,False,False,False,2
R002484,L001661,C00220,P00036,2022-03-12,28900,28900.0,Automatic,730,18,Completed,14,True,True,True,2
R002485,L001661,C00220,P00036,2023-03-12,28900,32657.0,Manual,730,16,Completed,2,True,False,False,0
R002486,L001662,C00220,P00037,2024-05-17,147404,169514.6,Manual,1095,23,Declined,27,True,True,False,3
R002487,L001662,C00220,P00037,2025-05-17,147404,145929.96,Manual,365,24,Pending,2,False,True,True,0
R002488,L001663,C00220,P00225,2021-01-28,2215,2525.1,Negotiated,365,12,Completed,16,False,False,False,0
R002489,L001664,C00220,P00226,2020-04-24,127484,108361.4,Negotiated,1095,18,Completed,23,True,False,False,3
R002490,L001664,C00220,P00226,2020-07-23,127484,136407.88,Negotiated,1095,17,Pending,20,False,True,False,0
R002491,L001666,C00220,P00193,2025-03-23,181450,186893.5,Manual,1095,0,Completed,1,False,False,True,0
R002492,L001667,C00220,P00186,2022-11-22,318816,379391.04,Automatic,365,2,Completed,18,False,True,True,0
R002493,L001667,C00220,P00186,2023-02-20,318816,353885.76,Negotiated,365,25,Completed,29,False,True,False,1
R002494,L001667,C00220,P00186,2023-05-21,318816,283746.24,Automatic,1095,12,Pending,18,True,True,True,2
R002495,L001668,C00221,P00052,2021-02-11,288834,285945.66,Automatic,730,6,Pending,1,False,False,True,1
R002496,L001668,C00221,P00052,2022-02-11,288834,254173.92,Manual,730,1,Completed,8,False,False,True,1
R002497,L001668,C00221,P00052,2023-02-11,288834,277280.64,Automatic,365,12,Declined,5,True,False,True,3
R002498,L001671,C00221,P00085,2024-05-29,26117,20893.6,Negotiated,730,21,Completed,27,True,True,False,3
R002499,L001671,C00221,P00085,2025-05-29,26117,26378.17,Negotiated,730,0,Completed,12,False,False,False,3
R002500,L001671,C00221,P00085,2026-05-29,26117,28728.7,Manual,730,21,Pending,11,True,True,True,3
R002501,L001673,C00221,P00066,2024-03-03,85008,101159.52,Negotiated,730,9,Pending,17,True,False,True,3
R002502,L001674,C00221,P00069,2023-12-11,47424,54537.6,Manual,365,6,Declined,0,True,False,False,3
R002503,L001674,C00221,P00069,2024-03-10,47424,52166.4,Negotiated,730,19,Declined,23,True,False,True,0
R002504,L001674,C00221,P00069,2024-06-08,47424,44104.32,Automatic,730,14,Completed,13,False,True,True,0
R002505,L001675,C00221,P00021,2021-08-18,54528,59435.52,Manual,365,11,Completed,28,False,True,False,1
R002506,L001675,C00221,P00021,2021-11-16,54528,59435.52,Negotiated,730,20,Completed,7,False,True,False,0
R002507,L001676,C00221,P00191,2025-10-08,147615,125472.75,Negotiated,730,15,Completed,22,True,False,False,3
R002508,L001676,C00221,P00191,2026-10-08,147615,149091.15,Manual,730,19,Declined,0,False,False,True,0
R002509,L001676,C00221,P00191,2027-10-08,147615,175661.85,Manual,365,19,Completed,4,False,True,False,1
R002510,L001677,C00221,P00187,2022-05-27,102942,120442.14,Negotiated,1095,22,Completed,2,False,True,False,3
R002511,L001677,C00221,P00187,2022-06-26,102942,96765.48,Negotiated,1095,22,Completed,28,False,True,False,2
R002512,L001677,C00221,P00187,2022-07-26,102942,121471.56,Automatic,365,12,Declined,11,False,True,False,1
R002513,L001678,C00221,P00189,2025-04-11,158819,161995.38,Negotiated,365,14,Pending,18,False,True,False,2
R002514,L001680,C00221,P00095,2023-08-16,24168,22717.92,Automatic,1095,14,Completed,16,True,True,True,3
R002515,L001680,C00221,P00095,2023-09-15,24168,27068.16,Manual,365,24,Pending,2,True,False,True,1
R002516,L001680,C00221,P00095,2023-10-15,24168,22234.56,Negotiated,1095,20,Declined,0,True,True,False,3
R002517,L001681,C00221,P00176,2020-06-23,159424,189714.56,Automatic,1095,19,Pending,11,False,True,True,3
R002518,L001681,C00221,P00176,2020-09-21,159424,130727.68,Negotiated,1095,15,Completed,15,False,True,True,3
R002519,L001681,C00221,P00176,2020-12-20,159424,178554.88,Manual,1095,18,Completed,7,False,True,True,0
R002520,L001682,C00221,P00205,2023-05-07,197115,204999.6,Negotiated,365,12,Completed,7,False,True,False,0
R002521,L001682,C00221,P00205,2024-05-06,197115,189230.4,Automatic,1095,11,Pending,23,True,True,False,2
R002522,L001682,C00221,P00205,2025-05-06,197115,187259.25,Automatic,730,0,Completed,4,True,False,True,0
R002523,L001683,C00221,P00151,2024-05-04,48618,45214.74,Manual,365,8,Pending,29,True,True,True,2
R002524,L001683,C00221,P00151,2025-05-04,48618,42297.66,Negotiated,365,17,Completed,1,True,False,True,0
R002525,L001683,C00221,P00151,2026-05-04,48618,58341.6,Negotiated,365,22,Declined,19,True,False,True,1
R002526,L001684,C00221,P00140,2024-05-14,42230,47719.9,Negotiated,730,8,Completed,1,True,False,True,0
R002527,L001684,C00221,P00140,2026-05-14,42230,48142.2,Manual,365,24,Pending,30,True,True,True,0
R002528,L001686,C00221,P00231,2024-04-28,25994,28853.34,Negotiated,1095,12,Completed,25,True,True,False,1
R002529,L001686,C00221,P00231,2025-04-28,25994,27813.58,Automatic,365,18,Pending,7,True,True,False,3
R002530,L001687,C00221,P00230,2022-02-23,166991,175340.55,Automatic,730,3,Pending,23,True,False,True,1
R002531,L001687,C00221,P00230,2023-02-23,166991,145282.17,Negotiated,1095,21,Pending,3,True,False,False,0
R002532,L001687,C00221,P00230,2024-02-23,166991,188699.83,Manual,365,8,Declined,10,False,False,True,1
R002533,L001689,C00221,P00228,2021-12-16,30349,35508.33,Manual,730,1,Declined,6,False,False,True,2
R002534,L001689,C00221,P00228,2022-12-16,30349,27314.1,Negotiated,1095,22,Completed,5,False,True,True,3
R002535,L001690,C00221,P00220,2024-02-25,7790,9114.3,Manual,365,7,Completed,30,False,False,False,2
R002536,L001690,C00221,P00220,2025-02-24,7790,7867.9,Manual,1095,21,Completed,29,True,True,False,1
R002537,L001690,C00221,P00220,2026-02-24,7790,6699.4,Automatic,730,21,Completed,22,False,False,False,0
R002538,L001691,C00221,P00222,2024-02-04,11802,13808.34,Negotiated,365,10,Pending,26,True,True,True,1
R002539,L001692,C00221,P00223,2021-05-28,33027,28403.22,Manual,365,22,Declined,7,False,False,False,3
R002540,L001692,C00221,P00223,2022-05-28,33027,33027.0,Manual,365,25,Completed,28,True,True,True,1
R002541,L001692,C00221,P00223,2023-05-28,33027,28733.49,Manual,730,16,Pending,2,True,True,False,3
R002542,L001693,C00221,P00034,2024-08-01,11253,10015.17,Automatic,365,14,Completed,21,True,False,False,1
R002543,L001693,C00221,P00034,2024-08-31,11253,11590.59,Automatic,730,22,Declined,17,False,False,False,3
R002544,L001694,C00221,P00031,2024-07-02,12312,10588.32,Negotiated,1095,4,Declined,13,False,True,True,0
R002545,L001695,C00222,P00119,2027-08-05,114774,112478.52,Negotiated,365,17,Declined,3,False,True,False,3
R002546,L001695,C00222,P00119,2030-08-04,114774,96410.16,Automatic,1095,6,Pending,19,False,False,False,2
R002547,L001695,C00222,P00119,2033-08-03,114774,131990.1,Automatic,1095,15,Completed,17,True,True,True,0
R002548,L001696,C00222,P00215,2023-02-04,69286,66514.56,Manual,730,5,Completed,3,False,True,False,3
R002549,L001697,C00222,P00218,2021-03-04,80958,79338.84,Automatic,730,2,Pending,9,True,True,False,3
R002550,L001698,C00222,P00251,2024-04-02,76314,70972.02,Negotiated,730,3,Pending,12,False,True,False,3
R002551,L001698,C00222,P00251,2026-04-02,76314,70972.02,Automatic,730,4,Declined,29,False,True,True,0
R002552,L001698,C00222,P00251,2028-04-01,76314,75550.86,Negotiated,1095,17,Declined,7,False,True,True,2
R002553,L001699,C00222,P00253,2024-12-28,15712,16654.72,Automatic,1095,12,Completed,13,False,False,True,2
R002554,L001700,C00222,P00252,2024-05-23,210444,252532.8,Automatic,365,4,Completed,18,True,True,False,3
R002555,L001700,C00222,P00252,2025-05-23,210444,193608.48,Negotiated,730,3,Pending,26,True,False,False,1
R002556,L001701,C00222,P00249,2020-09-11,5544,5876.64,Automatic,365,5,Declined,8,True,True,True,1
R002557,L001701,C00222,P00249,2020-10-11,5544,6153.84,Negotiated,1095,20,Declined,22,True,True,True,3
R002558,L001703,C00222,P00141,2024-08-31,56840,64229.2,Negotiated,365,17,Completed,2,False,True,True,3
R002559,L001703,C00222,P00141,2024-11-29,56840,45472.0,Automatic,730,14,Pending,2,True,False,False,2
R002560,L001703,C00222,P00141,2025-02-27,56840,58545.2,Negotiated,1095,9,Pending,1,False,True,True,1
R002561,L001704,C00222,P00140,2023-02-20,99220,118071.8,Negotiated,365,13,Declined,8,False,False,True,2
R002562,L001705,C00222,P00020,2022-07-20,27060,22730.4,Automatic,730,0,Pending,17,True,False,False,1
R002563,L001707,C00222,P00075,2022-05-10,39308,44811.12,Manual,365,11,Declined,24,True,True,True,1
R002564,L001707,C00222,P00075,2022-08-08,39308,43238.8,Automatic,730,21,Pending,9,False,False,False,0
R002565,L001707,C00222,P00075,2022-11-06,39308,33804.88,Negotiated,1095,1,Completed,25,True,False,False,0
R002566,L001708,C00222,P00072,2023-12-18,91904,110284.8,Manual,365,21,Pending,8,False,True,True,1
R002567,L001708,C00222,P00072,2024-12-17,91904,98337.28,Automatic,730,13,Pending,13,False,False,False,0
R002568,L001711,C00224,P00032,2023-12-18,42368,47875.84,Manual,365,1,Declined,12,True,False,False,1
R002569,L001713,C00224,P00209,2023-03-24,54498,44688.36,Automatic,365,10,Pending,28,False,True,False,3
R002570,L001713,C00224,P00209,2023-04-23,54498,64852.62,Negotiated,1095,6,Declined,9,False,False,False,3
R002571,L001713,C00224,P00209,2023-05-23,54498,53953.02,Automatic,1095,24,Completed,7,True,False,True,2
R002572,L001714,C00224,P00234,2021-01-24,20160,18748.8,Manual,365,20,Completed,29,False,False,True,2
R002573,L001715,C00224,P00148,2021-08-03,185380,163134.4,Manual,1095,13,Pending,25,True,True,False,2
R002574,L001715,C00224,P00148,2022-08-03,185380,179818.6,Manual,730,8,Declined,6,False,True,True,2
R002575,L001715,C00224,P00148,2023-08-03,185380,166842.0,Automatic,730,17,Completed,6,True,True,False,2
R002576,L001716,C00224,P00047,2025-10-01,6177,6115.23,Negotiated,365,21,Completed,15,False,True,True,1
R002577,L001716,C00224,P00047,2026-10-01,6177,6609.39,Manual,730,20,Declined,15,False,False,False,2
R002578,L001717,C00224,P00045,2024-09-29,38279,35599.47,Manual,1095,4,Declined,14,True,False,True,0
R002579,L001717,C00224,P00045,2025-09-29,38279,39427.37,Manual,1095,1,Pending,23,True,True,True,3
R002580,L001717,C00224,P00045,2026-09-29,38279,36747.84,Automatic,1095,10,Completed,30,True,False,False,0
R002581,L001718,C00224,P00049,2024-12-14,6258,5757.36,Negotiated,730,15,Declined,17,False,True,False,2
R002582,L001720,C00224,P00229,2025-08-29,138306,121709.28,Automatic,1095,0,Declined,16,False,False,False,3
R002583,L001720,C00224,P00229,2027-08-29,138306,124475.4,Automatic,730,0,Declined,0,False,False,True,3
R002584,L001722,C00224,P00002,2024-06-11,127846,145744.44,Negotiated,1095,25,Declined,19,False,True,False,0
R002585,L001722,C00224,P00002,2025-06-11,127846,126567.54,Negotiated,730,19,Declined,18,True,True,True,1
R002586,L001722,C00224,P00002,2026-06-11,127846,124010.62,Automatic,1095,21,Declined,12,True,True,True,1
R002587,L001724,C00224,P00066,2021-07-14,168084,137828.88,Automatic,730,8,Declined,12,False,True,True,2
R002588,L001724,C00224,P00066,2021-08-13,168084,168084.0,Manual,1095,4,Pending,24,False,True,True,0
R002589,L001726,C00224,P00251,2025-12-02,122292,135744.12,Automatic,730,13,Declined,2,True,True,True,1
R002590,L001726,C00224,P00251,2026-12-02,122292,105171.12,Negotiated,730,1,Declined,22,False,False,True,0
R002591,L001726,C00224,P00251,2027-12-02,122292,121069.08,Automatic,1095,15,Completed,6,False,True,False,3
R002592,L001728,C00224,P00252,2021-02-21,132060,108289.2,Automatic,365,9,Completed,19,False,True,False,3
R002593,L001729,C00224,P00096,2026-08-18,66339,66339.0,Manual,365,11,Pending,6,False,False,True,2
R002594,L001729,C00224,P00096,2028-08-17,66339,74299.68,Automatic,365,18,Declined,10,False,True,False,3
R002595,L001729,C00224,P00096,2030-08-17,66339,57051.54,Manual,365,23,Completed,9,True,True,True,3
R002596,L001730,C00224,P00101,2023-05-03,57597,47805.51,Automatic,1095,12,Completed,30,False,False,False,1
R002597,L001730,C00224,P00101,2025-05-02,57597,67388.49,Manual,1095,12,Completed,29,False,True,True,2
R002598,L001730,C00224,P00101,2027-05-02,57597,46077.6,Automatic,1095,1,Completed,28,True,True,True,0
R002599,L001731,C00224,P00058,2021-07-03,69564,57738.12,Automatic,365,2,Pending,23,False,True,False,0
R002600,L001731,C00224,P00058,2021-10-01,69564,57042.48,Negotiated,365,2,Pending,7,True,False,True,1
R002601,L001732,C00224,P00059,2023-07-15,62628,72022.2,Negotiated,365,10,Completed,26,True,True,False,0
R002602,L001732,C00224,P00059,2023-10-13,62628,56365.2,Automatic,730,3,Completed,19,False,True,True,0
R002603,L001732,C00224,P00059,2024-01-11,62628,60749.16,Automatic,1095,13,Completed,10,False,True,True,1
R002604,L001733,C00224,P00057,2023-12-05,8052,8535.12,Manual,1095,4,Declined,12,True,True,False,0
R002605,L001734,C00224,P00125,2025-03-02,2632,2500.4,Negotiated,365,17,Declined,22,False,False,True,2
R002606,L001734,C00224,P00125,2026-03-02,2632,2842.56,Manual,730,25,Declined,15,False,False,False,0
R002607,L001737,C00224,P00262,2023-02-24,180570,213072.6,Manual,730,4,Declined,20,False,False,True,0
R002608,L001737,C00224,P00262,2025-02-23,180570,151678.8,Automatic,365,3,Completed,23,True,False,False,0
R002609,L001739,C00224,P00263,2025-01-27,7280,8153.6,Automatic,1095,8,Declined,20,False,False,True,3
R002610,L001739,C00224,P00263,2026-01-27,7280,7862.4,Manual,730,22,Declined,28,True,True,True,0
R002611,L001741,C00225,P00265,2020-08-16,217775,185108.75,Manual,1095,21,Pending,14,False,False,True,2
R002612,L001742,C00225,P00251,2023-10-28,48348,50281.92,Automatic,1095,8,Completed,14,True,False,True,0
R002613,L001742,C00225,P00251,2025-10-27,48348,40128.84,Automatic,365,8,Declined,16,True,False,False,0
R002614,L001742,C00225,P00251,2027-10-27,48348,46414.08,Negotiated,365,4,Declined,11,True,False,False,1
R002615,L001743,C00225,P00139,2020-05-16,96135,87482.85,Manual,365,8,Completed,21,False,True,True,3
R002616,L001745,C00225,P00140,2023-07-12,32800,38704.0,Automatic,1095,9,Pending,22,False,True,True,2
R002617,L001746,C00225,P00187,2020-11-06,123840,142416.0,Negotiated,730,9,Declined,18,True,False,False,0
R002618,L001746,C00225,P00187,2021-02-04,123840,118886.4,Manual,365,16,Pending,5,True,True,True,1
R002619,L001747,C00225,P00119,2021-02-20,13442,11828.96,Automatic,365,5,Declined,18,False,False,False,1
R002620,L001747,C00225,P00119,2022-02-20,13442,15592.72,Manual,1095,24,Declined,5,False,True,False,1
R002621,L001749,C00225,P00122,2024-11-08,133464,141471.84,Negotiated,1095,0,Declined,18,True,True,True,3
R002622,L001750,C00226,P00059,2025-03-01,105915,85791.15,Negotiated,365,3,Completed,2,False,False,False,3
R002623,L001750,C00226,P00059,2028-02-29,105915,90027.75,Manual,365,9,Completed,11,True,False,True,1
R002624,L001751,C00226,P00057,2020-05-13,10980,10101.6,Manual,365,23,Pending,5,False,True,True,2
R002625,L001751,C00226,P00057,2020-08-11,10980,11089.8,Automatic,365,18,Completed,16,False,False,True,3
R002626,L001752,C00226,P00058,2025-10-17,90508,81457.2,Manual,730,13,Pending,27,False,True,False,3
R002627,L001752,C00226,P00058,2027-10-17,90508,73311.48,Negotiated,730,19,Completed,30,True,False,False,0
R002628,L001752,C00226,P00058,2029-10-16,90508,103179.12,Automatic,1095,22,Completed,5,True,False,True,1
R002629,L001753,C00226,P00134,2024-11-15,35125,33017.5,Manual,730,17,Declined,25,True,True,False,0
R002630,L001754,C00226,P00136,2021-09-29,65136,56016.96,Manual,365,14,Completed,30,True,True,False,0
R002631,L001754,C00226,P00136,2022-09-29,65136,76209.12,Automatic,1095,1,Completed,11,False,False,False,0
R002632,L001756,C00227,P00109,2021-05-21,122626,116494.7,Automatic,1095,15,Completed,2,False,False,False,2
R002633,L001756,C00227,P00109,2022-05-21,122626,115268.44,Negotiated,730,19,Completed,27,True,False,False,0
R002634,L001756,C00227,P00109,2023-05-21,122626,122626.0,Negotiated,1095,20,Declined,17,False,True,True,2
R002635,L001757,C00227,P00107,2020-08-23,144900,163737.0,Manual,365,7,Pending,13,True,False,True,3
R002636,L001760,C00227,P00261,2023-10-16,133362,114691.32,Automatic,730,19,Pending,21,False,True,True,1
R002637,L001761,C00227,P00180,2025-10-27,203632,187341.44,Negotiated,365,17,Pending,1,False,False,True,2
R002638,L001761,C00227,P00180,2026-10-27,203632,173087.2,Automatic,730,16,Pending,21,False,True,True,2
R002639,L001762,C00227,P00181,2024-03-22,50048,41039.36,Negotiated,365,14,Declined,30,True,True,False,1
R002640,L001762,C00227,P00181,2024-06-20,50048,50048.0,Automatic,730,9,Declined,29,True,False,True,3
R002641,L001762,C00227,P00181,2024-09-18,50048,45543.68,Automatic,730,22,Completed,3,True,False,False,3
R002642,L001764,C00228,P00028,2021-11-13,9982,9383.08,Automatic,730,17,Declined,26,False,True,True,1
R002643,L001765,C00229,P00144,2024-12-06,7992,7752.24,Manual,1095,1,Declined,21,False,True,False,0
R002644,L001765,C00229,P00144,2025-03-06,7992,8231.76,Manual,1095,23,Pending,21,True,True,False,0
R002645,L001766,C00229,P00143,2025-10-26,77226,82631.82,Negotiated,365,20,Pending,10,True,False,False,3
R002646,L001767,C00230,P00224,2022-08-19,81648,94711.68,Manual,365,9,Declined,25,False,True,True,0
R002647,L001768,C00230,P00244,2023-06-02,49224,46270.56,Negotiated,730,3,Declined,2,True,True,True,1
R002648,L001768,C00230,P00244,2024-06-01,49224,40363.68,Negotiated,1095,1,Completed,29,False,False,False,1
R002649,L001768,C00230,P00244,2025-06-01,49224,48731.76,Negotiated,730,14,Declined,22,True,True,True,0
R002650,L001770,C00230,P00080,2024-03-13,155472,139924.8,Automatic,1095,6,Completed,11,True,False,False,2
R002651,L001771,C00230,P00231,2022-01-20,148356,130553.28,Manual,1095,10,Completed,1,False,False,False,2
R002652,L001771,C00230,P00231,2022-02-19,148356,140938.2,Negotiated,1095,11,Completed,8,False,True,False,0
R002653,L001772,C00230,P00232,2022-05-21,25095,28357.35,Manual,1095,15,Pending,13,False,False,False,0
R002654,L001773,C00230,P00034,2025-02-25,62073,60831.54,Negotiated,365,1,Declined,16,True,False,True,0
R002655,L001773,C00230,P00034,2027-02-25,62073,67038.84,Automatic,730,16,Pending,20,False,True,True,0
R002656,L001773,C00230,P00034,2029-02-24,62073,55865.7,Negotiated,365,4,Completed,19,False,False,False,3
R002657,L001774,C00230,P00023,2021-10-31,131418,113019.48,Negotiated,730,15,Declined,25,False,True,False,3
R002658,L001774,C00230,P00023,2022-10-31,131418,124847.1,Manual,730,24,Pending,11,False,False,True,1
R002659,L001774,C00230,P00023,2023-10-31,131418,143245.62,Manual,1095,17,Completed,17,True,False,True,0
R002660,L001775,C00230,P00270,2025-04-21,21120,22387.2,Manual,730,23,Declined,13,False,False,True,3
R002661,L001775,C00230,P00270,2026-04-21,21120,22598.4,Manual,730,4,Declined,22,True,False,False,0
R002662,L001776,C00230,P00208,2024-04-27,94464,91630.08,Negotiated,730,7,Completed,27,False,True,True,1
R002663,L001776,C00230,P00208,2025-04-27,94464,113356.8,Automatic,365,5,Pending,26,False,False,False,1
R002664,L001776,C00230,P00208,2026-04-27,94464,103910.4,Negotiated,365,11,Pending,22,False,False,False,1
R002665,L001777,C00230,P00207,2024-02-23,67392,57957.12,Negotiated,365,16,Completed,11,True,True,False,3
R002666,L001779,C00230,P00091,2025-10-25,101824,120152.32,Manual,365,11,Declined,14,True,False,False,1
R002667,L001779,C00230,P00091,2028-10-24,101824,112006.4,Automatic,1095,8,Pending,25,False,False,False,1
R002668,L001782,C00230,P00097,2022-11-27,64000,65280.0,Automatic,730,11,Pending,18,True,True,True,1
R002669,L001782,C00230,P00097,2022-12-27,64000,74880.0,Negotiated,365,9,Pending,13,True,True,False,2
R002670,L001782,C00230,P00097,2023-01-26,64000,76160.0,Manual,1095,10,Declined,7,True,False,True,1
R002671,L001786,C00231,P00010,2025-06-04,3750,4012.5,Negotiated,365,16,Pending,16,True,False,True,1
R002672,L001786,C00231,P00010,2026-06-04,3750,4350.0,Negotiated,365,17,Declined,8,True,False,True,2
R002673,L001788,C00231,P00264,2022-07-11,95840,82422.4,Manual,365,12,Declined,13,False,True,False,3
R002674,L001788,C00231,P00264,2023-07-11,95840,76672.0,Negotiated,730,18,Declined,22,True,True,True,2
R002675,L001788,C00231,P00264,2024-07-10,95840,76672.0,Negotiated,730,18,Pending,20,False,False,True,3
R002676,L001789,C00231,P00267,2023-09-12,100217,117253.89,Automatic,730,1,Declined,25,False,True,False,3
R002677,L001790,C00231,P00265,2025-04-18,40300,41912.0,Automatic,730,3,Completed,7,False,False,False,0
R002678,L001793,C00231,P00027,2023-04-29,55088,57291.52,Automatic,365,16,Declined,10,True,False,True,0
R002679,L001794,C00231,P00138,2025-11-02,6144,5345.28,Negotiated,730,6,Pending,28,True,False,False,1
R002680,L001795,C00231,P00261,2024-06-09,85562,68449.6,Manual,1095,2,Completed,17,False,True,True,0
R002681,L001795,C00231,P00261,2025-06-09,85562,71872.08,Automatic,365,25,Completed,28,True,False,True,1
R002682,L001796,C00231,P00081,2025-09-03,284887,324771.18,Manual,365,20,Pending,18,True,True,True,0
R002683,L001796,C00231,P00081,2026-09-03,284887,339015.53,Automatic,365,18,Completed,12,True,False,False,2
R002684,L001797,C00231,P00080,2023-06-16,130824,117741.6,Automatic,1095,15,Declined,8,True,True,True,0
R002685,L001797,C00231,P00080,2026-06-15,130824,154372.32,Negotiated,1095,10,Declined,16,True,False,False,2
R002686,L001798,C00232,P00080,2023-12-21,63516,64151.16,Automatic,730,5,Pending,14,False,False,True,3
R002687,L001798,C00232,P00080,2024-03-20,63516,53988.6,Manual,365,21,Pending,6,False,False,True,2
R002688,L001800,C00233,P00261,2023-03-07,89864,71891.2,Negotiated,365,17,Declined,2,False,False,True,1
R002689,L001800,C00233,P00261,2025-03-06,89864,84472.16,Automatic,365,14,Completed,4,False,True,False,3
R002690,L001801,C00233,P00262,2022-08-09,42596,45577.72,Negotiated,365,24,Completed,25,False,False,False,0
R002691,L001801,C00233,P00262,2024-08-08,42596,40466.2,Manual,365,22,Declined,23,True,True,True,2
R002692,L001802,C00233,P00134,2022-09-25,53390,51254.4,Automatic,365,0,Pending,28,False,True,False,0
R002693,L001802,C00233,P00134,2022-12-24,53390,42712.0,Negotiated,730,14,Declined,27,True,False,True,2
R002694,L001803,C00233,P00060,2024-12-04,84002,94922.26,Automatic,365,25,Completed,27,True,False,False,3
R002695,L001803,C00233,P00060,2025-03-04,84002,98282.34,Negotiated,1095,8,Declined,7,True,True,True,3
R002696,L001804,C00233,P00067,2021-05-23,46460,38561.8,Manual,730,15,Completed,1,True,True,False,0
R002697,L001804,C00233,P00067,2022-05-23,46460,48318.4,Manual,365,22,Pending,30,True,False,False,1
R002698,L001804,C00233,P00067,2023-05-23,46460,50641.4,Automatic,730,20,Pending,5,True,False,False,3
R002699,L001806,C00234,P00115,2022-03-28,47644,44785.36,Manual,730,0,Completed,7,False,True,False,0
R002700,L001807,C00234,P00138,2023-06-22,16384,15400.96,Negotiated,365,7,Completed,19,False,True,False,3
R002701,L001807,C00234,P00138,2025-06-21,16384,14090.24,Manual,365,15,Pending,4,False,True,True,0
R002702,L001807,C00234,P00138,2027-06-21,16384,16547.84,Manual,1095,19,Declined,9,True,True,False,3
R002703,L001808,C00234,P00058,2025-11-10,109956,96761.28,Automatic,730,0,Completed,21,False,True,True,1
R002704,L001808,C00234,P00058,2026-11-10,109956,106657.32,Manual,730,23,Declined,16,False,False,False,0
R002705,L001811,C00234,P00026,2022-08-13,32756,37669.4,Manual,365,1,Completed,23,False,False,True,3
R002706,L001812,C00234,P00142,2023-11-15,49855,59826.0,Automatic,730,17,Declined,30,True,False,True,3
R002707,L001812,C00234,P00142,2024-02-13,49855,52347.75,Negotiated,730,15,Pending,25,False,True,False,0
R002708,L001813,C00234,P00144,2022-02-18,23384,28060.8,Negotiated,365,4,Completed,18,False,False,True,0
R002709,L001813,C00234,P00144,2022-05-19,23384,27125.44,Automatic,1095,3,Declined,10,False,False,False,3
R002710,L001814,C00234,P00143,2021-09-07,82712,68650.96,Manual,1095,15,Pending,22,True,True,False,2
R002711,L001815,C00234,P00078,2022-05-11,6768,7715.52,Manual,365,22,Completed,13,True,False,False,3
